,Model,Family,Instruct,date,#Params (B),Pretraining Data Size (T),FLOPs (1E21),IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,bbh_boolean_expressions,bbh_causal_judgement,bbh_date_understanding,bbh_disambiguation_qa,bbh_formal_fallacies,bbh_geometric_shapes,bbh_hyperbaton,bbh_logical_deduction_five_objects,bbh_logical_deduction_seven_objects,bbh_logical_deduction_three_objects,bbh_movie_recommendation,bbh_navigate,bbh_object_counting,bbh_penguins_in_a_table,bbh_reasoning_about_colored_objects,bbh_ruin_names,bbh_salient_translation_error_detection,bbh_snarks,bbh_sports_understanding,bbh_temporal_sequences,bbh_tracking_shuffled_objects_five_objects,bbh_tracking_shuffled_objects_seven_objects,bbh_tracking_shuffled_objects_three_objects,bbh_web_of_lies,gpqa_diamond,gpqa_extended,gpqa_main,math_algebra_hard,math_counting_and_prob_hard,math_geometry_hard,math_intermediate_algebra_hard,math_num_theory_hard,math_prealgebra_hard,math_precalculus_hard,musr_murder_mysteries,musr_object_placements,musr_team_allocation,XWinograd,Arena-Elo,MTBench,hendrycksTest-abstract_algebra,hendrycksTest-anatomy,hendrycksTest-astronomy,hendrycksTest-business_ethics,hendrycksTest-clinical_knowledge,hendrycksTest-college_biology,hendrycksTest-college_chemistry,hendrycksTest-college_computer_science,hendrycksTest-college_mathematics,hendrycksTest-college_medicine,hendrycksTest-college_physics,hendrycksTest-computer_security,hendrycksTest-conceptual_physics,hendrycksTest-econometrics,hendrycksTest-electrical_engineering,hendrycksTest-elementary_mathematics,hendrycksTest-formal_logic,hendrycksTest-global_facts,hendrycksTest-high_school_biology,hendrycksTest-high_school_chemistry,hendrycksTest-high_school_computer_science,hendrycksTest-high_school_european_history,hendrycksTest-high_school_geography,hendrycksTest-high_school_government_and_politics,hendrycksTest-high_school_macroeconomics,hendrycksTest-high_school_mathematics,hendrycksTest-high_school_microeconomics,hendrycksTest-high_school_physics,hendrycksTest-high_school_psychology,hendrycksTest-high_school_statistics,hendrycksTest-high_school_us_history,hendrycksTest-high_school_world_history,hendrycksTest-human_aging,hendrycksTest-human_sexuality,hendrycksTest-international_law,hendrycksTest-jurisprudence,hendrycksTest-logical_fallacies,hendrycksTest-machine_learning,hendrycksTest-management,hendrycksTest-marketing,hendrycksTest-medical_genetics,hendrycksTest-miscellaneous,hendrycksTest-moral_disputes,hendrycksTest-moral_scenarios,hendrycksTest-nutrition,hendrycksTest-philosophy,hendrycksTest-prehistory,hendrycksTest-professional_accounting,hendrycksTest-professional_law,hendrycksTest-professional_medicine,hendrycksTest-professional_psychology,hendrycksTest-public_relations,hendrycksTest-security_studies,hendrycksTest-sociology,hendrycksTest-us_foreign_policy,hendrycksTest-virology,hendrycksTest-world_religions,MMLU,ARC,HellaSwag,Winogrande,TruthfulQA,GSM8K,HumanEval,Family2
10,codellama-13b-instruct,codellama,True,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.3259259259259259,0.4144736842105263,0.37,0.3811320754716981,0.3611111111111111,0.36,0.32,0.31,0.3236994219653179,0.3235294117647059,0.49,0.3617021276595745,0.2894736842105263,0.4206896551724138,0.2751322751322751,0.2936507936507936,0.32,0.4064516129032258,0.3054187192118227,0.49,0.4,0.5151515151515151,0.5077720207253886,0.3692307692307692,0.2222222222222222,0.3781512605042016,0.3112582781456953,0.4990825688073395,0.3796296296296296,0.3970588235294117,0.3839662447257383,0.4260089686098655,0.4198473282442748,0.3801652892561983,0.4537037037037037,0.4049079754601227,0.3035714285714285,0.4563106796116505,0.7051282051282052,0.43,0.4955300127713921,0.3468208092485549,0.2681564245810056,0.392156862745098,0.4083601286173633,0.3888888888888889,0.3049645390070922,0.2985658409387223,0.3455882352941176,0.3284313725490196,0.4727272727272727,0.436734693877551,0.4577114427860697,0.56,0.3975903614457831,0.4678362573099415,0.3889,0.4454,0.6493000000000001,0.6803,0.45880000000000004,0.1266,,codellama-instruct
11,codellama-34b,codellama,False,,34.0,2.52,514.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7861245881695157,,,0.33,0.4592592592592592,0.5723684210526315,0.6,0.5132075471698113,0.5208333333333334,0.45,0.53,0.35,0.4624277456647399,0.3235294117647059,0.7,0.4893617021276595,0.3947368421052631,0.503448275862069,0.4153439153439153,0.4365079365079365,0.24,0.6129032258064516,0.4088669950738916,0.73,0.703030303030303,0.7070707070707071,0.7461139896373057,0.5076923076923077,0.3222222222222222,0.5588235294117647,0.3576158940397351,0.6972477064220184,0.4768518518518518,0.7352941176470589,0.7341772151898734,0.5695067264573991,0.5877862595419847,0.71900826446281,0.6481481481481481,0.6809815950920245,0.4375,0.7087378640776699,0.7905982905982906,0.54,0.7075351213282248,0.5722543352601156,0.3284916201117318,0.6078431372549019,0.6109324758842444,0.5833333333333334,0.375886524822695,0.3754889178617992,0.5220588235294118,0.4852941176470588,0.6181818181818182,0.6653061224489796,0.7412935323383084,0.72,0.4457831325301205,0.7309941520467836,0.5502083994428889,0.5409556313993175,0.7582154949213304,0.7355958958168903,0.3911361839391881,0.3434420015163002,0.518,codellama
12,codellama-34b-instruct,codellama,True,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.4592592592592592,0.5921052631578947,0.61,0.490566037735849,0.5138888888888888,0.45,0.51,0.36,0.4508670520231214,0.3431372549019608,0.69,0.4936170212765957,0.4210526315789473,0.5241379310344828,0.3915343915343915,0.4603174603174603,0.36,0.6096774193548387,0.3891625615763547,0.68,0.6727272727272727,0.7222222222222222,0.7616580310880829,0.5153846153846153,0.3407407407407407,0.5168067226890757,0.3642384105960264,0.7064220183486238,0.3888888888888889,0.7794117647058824,0.7637130801687764,0.6098654708520179,0.6259541984732825,0.7355371900826446,0.6666666666666666,0.6993865030674846,0.3839285714285714,0.6699029126213593,0.811965811965812,0.56,0.7075351213282248,0.5780346820809249,0.3162011173184357,0.5915032679738562,0.594855305466238,0.6141975308641975,0.4042553191489361,0.3891786179921773,0.4779411764705882,0.5,0.6909090909090909,0.6489795918367347,0.7611940298507462,0.78,0.4216867469879518,0.7485380116959064,0.5554,0.5427000000000001,0.7692,0.7459,0.44439999999999996,0.37979999999999997,,codellama-instruct
13,codellama-70b,codellama,False,,70.0,3.02,1268.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7756388556189998,,,0.35,0.4814814814814814,0.6052631578947368,0.64,0.5962264150943396,0.5625,0.33,0.56,0.39,0.5375722543352601,0.3529411764705882,0.79,0.5659574468085107,0.4561403508771929,0.5241379310344828,0.4021164021164021,0.4761904761904761,0.37,0.667741935483871,0.4236453201970443,0.73,0.7454545454545455,0.7424242424242424,0.8082901554404145,0.5846153846153846,0.337037037037037,0.6092436974789915,0.4172185430463576,0.7596330275229358,0.4768518518518518,0.7647058823529411,0.7890295358649789,0.6547085201793722,0.7099236641221374,0.743801652892562,0.7222222222222222,0.7239263803680982,0.5,0.7572815533980582,0.811965811965812,0.57,0.7407407407407407,0.6502890173410405,0.4223463687150838,0.6241830065359477,0.6816720257234726,0.6327160493827161,0.450354609929078,0.4159061277705345,0.5220588235294118,0.5751633986928104,0.6909090909090909,0.6979591836734694,0.7711442786069652,0.87,0.4698795180722891,0.7543859649122807,0.5966658993115309,0.5674061433447098,0.7821151165106552,0.7521704814522494,0.3978847741300497,0.4397270659590599,0.555,codellama
14,codellama-70b-instruct,codellama,True,,70.0,3.02,1268.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.5259259259259259,0.5723684210526315,0.6,0.539622641509434,0.5208333333333334,0.36,0.5,0.42,0.4855491329479768,0.3039215686274509,0.71,0.5234042553191489,0.4210526315789473,0.5379310344827586,0.4285714285714285,0.4444444444444444,0.34,0.635483870967742,0.3940886699507389,0.73,0.7333333333333333,0.702020202020202,0.7875647668393783,0.5230769230769231,0.362962962962963,0.5294117647058824,0.390728476821192,0.7504587155963303,0.4305555555555556,0.7303921568627451,0.7510548523206751,0.5964125560538116,0.6259541984732825,0.7024793388429752,0.6851851851851852,0.7177914110429447,0.4285714285714285,0.7475728155339806,0.8247863247863247,0.58,0.7100893997445722,0.5867052023121387,0.3553072625698324,0.5522875816993464,0.6302250803858521,0.5864197530864198,0.4539007092198581,0.4146023468057366,0.4191176470588235,0.5408496732026143,0.6727272727272727,0.6489795918367347,0.7661691542288557,0.74,0.4337349397590361,0.7251461988304093,0.564,0.5503,0.7724,0.7451000000000001,0.5044,0.4625,0.72,codellama-instruct
15,codellama-7b,codellama,False,,7.0,2.52,105.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7297239600242453,,,0.28,0.3407407407407407,0.1710526315789473,0.35,0.320754716981132,0.2708333333333333,0.26,0.32,0.29,0.2369942196531791,0.3823529411764705,0.33,0.3446808510638298,0.2543859649122807,0.296551724137931,0.2592592592592592,0.246031746031746,0.21,0.3741935483870968,0.2906403940886699,0.25,0.3151515151515151,0.3585858585858585,0.3471502590673575,0.2538461538461538,0.2962962962962963,0.3361344537815126,0.2251655629139073,0.3357798165137615,0.4351851851851852,0.3333333333333333,0.350210970464135,0.3766816143497757,0.3511450381679389,0.3305785123966942,0.2685185185185185,0.3128834355828221,0.1964285714285714,0.3592233009708738,0.329059829059829,0.26,0.4278416347381865,0.2832369942196532,0.2469273743016759,0.3856209150326797,0.3408360128617363,0.3179012345679012,0.2588652482269503,0.2750977835723598,0.2941176470588235,0.2483660130718954,0.3818181818181818,0.3755102040816326,0.3333333333333333,0.35,0.3433734939759036,0.4269005847953216,0.3112206482914894,0.3993174061433447,0.6080462059350727,0.6400947119179163,0.3782167557307672,0.0515542077331311,0.37799999999999995,codellama
16,codellama-7b-instruct,codellama,True,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.3703703703703703,0.3026315789473684,0.35,0.3622641509433962,0.3402777777777778,0.34,0.38,0.3,0.2774566473988439,0.2058823529411764,0.46,0.3744680851063829,0.3245614035087719,0.4,0.2962962962962963,0.2539682539682539,0.33,0.3806451612903225,0.2413793103448276,0.37,0.2666666666666666,0.4747474747474747,0.4145077720207253,0.3179487179487179,0.2629629629629629,0.3655462184873949,0.2781456953642384,0.4110091743119266,0.2916666666666667,0.3431372549019608,0.3459915611814346,0.4349775784753363,0.3969465648854962,0.4462809917355372,0.3888888888888889,0.3987730061349693,0.3482142857142857,0.4660194174757281,0.594017094017094,0.41,0.458492975734355,0.361271676300578,0.2402234636871508,0.369281045751634,0.3794212218649517,0.4135802469135802,0.2695035460992908,0.2809647979139504,0.3860294117647059,0.3022875816993464,0.509090909090909,0.3877551020408163,0.4527363184079602,0.48,0.3674698795180723,0.4912280701754385,0.3454,0.3652,0.5544,0.6456000000000001,0.4125,0.0796,,codellama-instruct
17,deepseek-coder-1.3b-base,deepseek-coder,False,,1.3,2.0,15.600000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6063458156415626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2602473161943855,0.257679180887372,0.3927504481179048,0.5272296764009471,0.4261368206487197,0.0295678544351781,0.287,deepseek-coder-base
18,deepseek-coder-33b-base,deepseek-coder,False,,33.0,2.0,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.696131702217347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4091373084583548,0.4249146757679181,0.5998805018920533,0.6243093922651933,0.3997018824188119,0.3002274450341167,0.512,deepseek-coder-base
19,deepseek-coder-6.7b-base,deepseek-coder,False,,6.7,2.0,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6788708194897661,,,0.33,0.4,0.3552631578947368,0.4,0.4113207547169811,0.3055555555555556,0.39,0.43,0.32,0.3468208092485549,0.2549019607843137,0.62,0.3531914893617021,0.2982456140350877,0.4551724137931034,0.3121693121693121,0.2936507936507936,0.28,0.364516129032258,0.2955665024630542,0.52,0.3696969696969697,0.404040404040404,0.4248704663212435,0.3461538461538461,0.2888888888888888,0.361344537815126,0.2781456953642384,0.3853211009174312,0.3703703703703703,0.3480392156862745,0.3206751054852321,0.3811659192825112,0.465648854961832,0.5289256198347108,0.3425925925925926,0.4233128834355828,0.2767857142857143,0.4271844660194174,0.6367521367521367,0.47,0.4022988505747126,0.4046242774566474,0.2893854748603351,0.4019607843137255,0.4405144694533762,0.2808641975308642,0.3475177304964539,0.288135593220339,0.4485294117647059,0.3169934640522875,0.509090909090909,0.4285714285714285,0.4527363184079602,0.49,0.4096385542168674,0.3859649122807017,0.3839143097701981,0.3703071672354949,0.5345548695478988,0.5808997632202052,0.402813120561078,0.1796815769522365,0.47600000000000003,deepseek-coder-base
20,dolly-v2-12b,pythia,True,2023-07-18,12.0,0.25,18.0,0.24,0.33,0.01,0.24,0.37,0.11,0.684,0.5187165775401069,0.18,0.376,0.48,0.336,0.496,0.188,0.18,0.348,0.252,0.424,0.248,0.1917808219178082,0.128,0.276,0.184,0.449438202247191,0.548,0.26,0.204,0.152,0.36,0.504,0.2474747474747475,0.2472527472527472,0.2299107142857142,0.006514657980456,0.008130081300813,0.0227272727272727,0.0107142857142857,0.0259740259740259,0.0155440414507772,0.0222222222222222,0.544,0.26171875,0.316,,0.0,0.3279999999999999,0.23,0.3333333333333333,0.2631578947368421,0.23,0.2226415094339622,0.2638888888888889,0.18,0.2,0.28,0.2369942196531791,0.2352941176470588,0.3,0.2382978723404255,0.2543859649122807,0.2827586206896552,0.2698412698412698,0.1984126984126984,0.39,0.2612903225806451,0.2512315270935961,0.36,0.206060606060606,0.207070707070707,0.233160621761658,0.2307692307692307,0.2666666666666666,0.226890756302521,0.2317880794701986,0.2660550458715596,0.2083333333333333,0.2696078431372549,0.3248945147679324,0.2959641255605381,0.2213740458015267,0.3801652892561983,0.2222222222222222,0.2392638036809816,0.3482142857142857,0.2427184466019417,0.2735042735042735,0.22,0.2924648786717752,0.2630057803468208,0.241340782122905,0.2450980392156862,0.3054662379421222,0.25,0.2695035460992908,0.2692307692307692,0.1838235294117647,0.2647058823529412,0.2818181818181818,0.1755102040816326,0.2935323383084577,0.26,0.2650602409638554,0.3157894736842105,0.258084228257613,0.4240614334470989,0.7252539334793866,0.6085240726124704,0.3382708132669227,0.0121304018195602,0.0,dolly-v2
21,dolly-v2-3b,pythia,True,2024-06-17,2.8,0.25,4.199999999999999,0.22,0.31,0.01,0.26,0.33,0.11,0.536,0.4117647058823529,0.152,0.356,0.48,0.084,0.484,0.216,0.148,0.356,0.212,0.504,0.212,0.2191780821917808,0.112,0.228,0.22,0.5393258426966292,0.472,0.308,0.172,0.132,0.324,0.512,0.2474747474747475,0.2802197802197802,0.2433035714285714,0.006514657980456,0.0,0.0075757575757575,0.0071428571428571,0.0064935064935064,0.0103626943005181,0.0,0.488,0.27734375,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dolly-v2
22,dolly-v2-7b,pythia,True,2023-07-18,6.9,0.25,10.350000000000001,0.2,0.32,0.01,0.27,0.36,0.11,0.684,0.4545454545454545,0.14,0.38,0.448,0.12,0.464,0.184,0.144,0.324,0.304,0.58,0.188,0.2054794520547945,0.152,0.28,0.152,0.5393258426966292,0.48,0.26,0.172,0.128,0.316,0.516,0.2929292929292929,0.2637362637362637,0.2633928571428571,0.01628664495114,0.016260162601626,0.0,0.0,0.0194805194805194,0.0103626943005181,0.0074074074074074,0.508,0.25390625,0.304,,,,0.26,0.2592592592592592,0.1842105263157894,0.26,0.2528301886792453,0.2291666666666666,0.2,0.24,0.24,0.2138728323699422,0.2254901960784313,0.25,0.3234042553191489,0.2456140350877192,0.2758620689655172,0.2513227513227513,0.1984126984126984,0.31,0.2451612903225806,0.2857142857142857,0.22,0.2424242424242424,0.207070707070707,0.2227979274611398,0.2333333333333333,0.2518518518518518,0.226890756302521,0.2251655629139073,0.2293577981651376,0.1851851851851851,0.2745098039215686,0.2995780590717299,0.3856502242152466,0.2290076335877862,0.2727272727272727,0.2962962962962963,0.2392638036809816,0.3125,0.2621359223300971,0.2564102564102564,0.26,0.2950191570881226,0.245664739884393,0.241340782122905,0.2320261437908496,0.2733118971061093,0.2654320987654321,0.2730496453900709,0.2359843546284224,0.1911764705882352,0.2647058823529412,0.3363636363636363,0.1714285714285714,0.2487562189054726,0.21,0.3132530120481928,0.2748538011695906,0.2518,0.4454,0.6964,0.6006,0.3488,0.011399999999999999,,dolly-v2
23,dolphin-2.9.1-yi-1.5-34b,yi-1.5,True,2024-05-30,34.0,3.5,714.0,0.39,0.61,0.15,0.34,0.46,0.45,0.88,0.6363636363636364,0.604,0.736,0.592,0.352,0.708,0.52,0.48,0.756,0.732,0.696,0.424,0.6095890410958904,0.708,0.812,0.604,0.8089887640449438,0.832,0.792,0.264,0.2,0.34,0.496,0.3787878787878788,0.3333333333333333,0.3392857142857143,0.2801302931596091,0.089430894308943,0.0303030303030303,0.0464285714285714,0.0909090909090909,0.3626943005181347,0.0222222222222222,0.56,0.359375,0.46,,,,0.58,0.7555555555555555,0.8947368421052632,0.81,0.8150943396226416,0.875,0.59,0.66,0.57,0.7861271676300579,0.5882352941176471,0.84,0.8212765957446808,0.6052631578947368,0.8,0.7380952380952381,0.6507936507936508,0.51,0.867741935483871,0.7044334975369458,0.84,0.8484848484848485,0.914141414141414,0.9637305699481864,0.8307692307692308,0.5296296296296297,0.8949579831932774,0.5629139072847682,0.8990825688073395,0.6990740740740741,0.9019607843137256,0.8945147679324894,0.7937219730941704,0.8778625954198473,0.8760330578512396,0.8425925925925926,0.8650306748466258,0.6160714285714286,0.8543689320388349,0.935897435897436,0.83,0.9016602809706258,0.7947976878612717,0.7284916201117319,0.8202614379084967,0.7942122186495176,0.8549382716049383,0.6205673758865248,0.5684485006518905,0.8088235294117647,0.7875816993464052,0.7363636363636363,0.8204081632653061,0.8805970149253731,0.9,0.572289156626506,0.8654970760233918,0.7752,0.6937000000000001,0.8553000000000001,0.8256,0.6234000000000001,0.7301000000000001,,dolphin-2.9.1-yi-1.5
24,dolphin-2.9.1-yi-1.5-9b,yi-1.5,True,2024-05-30,9.0,3.5,189.0,0.45,0.55,0.1,0.34,0.43,0.4,0.836,0.5828877005347594,0.476,0.66,0.624,0.428,0.684,0.408,0.452,0.628,0.724,0.576,0.408,0.6232876712328768,0.672,0.768,0.484,0.5561797752808989,0.808,0.692,0.128,0.128,0.296,0.52,0.3535353535353535,0.3406593406593406,0.328125,0.2182410423452769,0.073170731707317,0.0681818181818181,0.0142857142857142,0.0714285714285714,0.1865284974093264,0.0148148148148148,0.556,0.31640625,0.432,,,,0.48,0.6814814814814815,0.7894736842105263,0.78,0.7358490566037735,0.7916666666666666,0.51,0.62,0.53,0.6763005780346821,0.4509803921568627,0.78,0.6936170212765957,0.631578947368421,0.7034482758620689,0.6375661375661376,0.5793650793650794,0.47,0.8290322580645161,0.6059113300492611,0.83,0.8424242424242424,0.8636363636363636,0.911917098445596,0.7615384615384615,0.4555555555555555,0.8445378151260504,0.4701986754966887,0.8605504587155963,0.625,0.8382352941176471,0.8396624472573839,0.7443946188340808,0.7862595419847328,0.8099173553719008,0.8240740740740741,0.7730061349693251,0.4910714285714285,0.7766990291262136,0.8803418803418803,0.77,0.8339719029374202,0.7514450867052023,0.5206703910614525,0.738562091503268,0.7395498392282959,0.7469135802469136,0.549645390070922,0.4941329856584094,0.7132352941176471,0.7075163398692811,0.7090909090909091,0.7714285714285715,0.8407960199004975,0.89,0.5301204819277109,0.847953216374269,0.7081999999999999,0.6561,0.8101999999999999,0.7703,0.5372,0.6535,,dolphin-2.9.1-yi-1.5
25,dolphin-2.9.2-qwen2-72b,qwen2,True,2024-07-18,72.0,7.0,3024.0,0.4,0.63,0.21,0.37,0.45,0.55,0.88,0.6310160427807486,0.708,0.752,0.62,0.408,0.82,0.596,0.46,0.84,0.74,0.676,0.5,0.547945205479452,0.66,0.864,0.572,0.848314606741573,0.816,0.944,0.184,0.192,0.316,0.536,0.3939393939393939,0.3754578754578754,0.3526785714285714,0.3778501628664495,0.1707317073170731,0.1136363636363636,0.0821428571428571,0.1558441558441558,0.38860103626943,0.0666666666666666,0.616,0.32421875,0.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dolphin-2.9.2-qwen2
26,dolphin-2.9.2-qwen2-7b,qwen2,True,2024-07-25,7.0,7.0,294.0,0.35,0.49,0.12,0.29,0.42,0.41,0.78,0.6256684491978609,0.448,0.604,0.544,0.28,0.592,0.328,0.268,0.532,0.752,0.628,0.376,0.4863013698630137,0.448,0.624,0.468,0.6292134831460674,0.796,0.42,0.192,0.128,0.308,0.488,0.2424242424242424,0.3131868131868132,0.2834821428571428,0.2149837133550488,0.016260162601626,0.0606060606060606,0.0321428571428571,0.1233766233766233,0.2279792746113989,0.037037037037037,0.564,0.2734375,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dolphin-2.9.2-qwen2
27,falcon-180b,falcon,False,,180.0,3.5,3780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8445533519060866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6958661043208202,0.6919795221843004,0.8888667596096396,0.8689818468823993,0.4515695089819848,0.4594389689158453,,falcon
28,falcon-40b,falcon,False,2023-08-21,40.0,1.0,240.0,0.25,0.4,0.01,0.27,0.36,0.25,0.72,0.5508021390374331,0.536,0.324,0.476,0.296,0.54,0.26,0.208,0.372,0.584,0.584,0.404,0.2808219178082192,0.248,0.56,0.172,0.5168539325842697,0.812,0.068,0.176,0.136,0.332,0.488,0.2777777777777778,0.2747252747252747,0.2700892857142857,0.019543973941368,0.008130081300813,0.0,0.0,0.0194805194805194,0.0414507772020725,0.0,0.532,0.2734375,0.284,0.7846305759719593,,,0.32,0.5333333333333333,0.5789473684210527,0.53,0.6037735849056604,0.6597222222222222,0.47,0.49,0.42,0.5202312138728323,0.2647058823529412,0.63,0.4127659574468085,0.3333333333333333,0.5241379310344828,0.3386243386243386,0.2936507936507936,0.32,0.6709677419354839,0.438423645320197,0.63,0.703030303030303,0.7474747474747475,0.772020725388601,0.5564102564102564,0.3074074074074074,0.5504201680672269,0.3112582781456953,0.7706422018348624,0.4768518518518518,0.7156862745098039,0.7046413502109705,0.7354260089686099,0.732824427480916,0.6528925619834711,0.6944444444444444,0.656441717791411,0.2946428571428571,0.7864077669902912,0.7905982905982906,0.65,0.756066411238825,0.638728323699422,0.2659217877094972,0.6764705882352942,0.6559485530546624,0.6296296296296297,0.4290780141843971,0.4295958279009126,0.6102941176470589,0.5669934640522876,0.6272727272727273,0.6612244897959184,0.7910447761194029,0.82,0.4698795180722891,0.8128654970760234,0.5697970049781053,0.6194539249146758,0.8528181637124079,0.8129439621152328,0.4171692245008122,0.2145564821834723,,falcon
29,falcon-40b-instruct,falcon,True,2024-06-20,40.0,1.0,240.0,0.25,0.41,0.02,0.25,0.38,0.23,0.7,0.5828877005347594,0.464,0.312,0.512,0.288,0.556,0.256,0.192,0.36,0.656,0.576,0.472,0.3150684931506849,0.248,0.468,0.232,0.5393258426966292,0.816,0.084,0.14,0.132,0.34,0.488,0.2575757575757575,0.2472527472527472,0.25,0.013029315960912,0.016260162601626,0.0151515151515151,0.0035714285714285,0.0194805194805194,0.0414507772020725,0.0,0.512,0.3046875,0.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,falcon-instruct
30,falcon-7b,falcon,False,2023-07-19,7.0,1.5,63.0,0.18,0.33,0.01,0.24,0.38,0.11,0.564,0.5454545454545454,0.164,0.312,0.508,0.092,0.484,0.208,0.152,0.352,0.232,0.42,0.352,0.2534246575342466,0.128,0.284,0.224,0.5337078651685393,0.64,0.284,0.204,0.144,0.316,0.488,0.2525252525252525,0.2417582417582417,0.2455357142857142,0.003257328990228,0.0,0.0,0.0,0.0129870129870129,0.0207253886010362,0.0,0.504,0.26953125,0.36,0.7175723631696234,,,0.25,0.2,0.2434210526315789,0.21,0.2981132075471698,0.2361111111111111,0.21,0.27,0.27,0.2485549132947976,0.2156862745098039,0.28,0.2851063829787234,0.2631578947368421,0.2896551724137931,0.2486772486772486,0.2142857142857142,0.31,0.2516129032258064,0.2512315270935961,0.31,0.2424242424242424,0.1969696969696969,0.2590673575129533,0.2435897435897435,0.2629629629629629,0.2731092436974789,0.3112582781456953,0.2348623853211009,0.1527777777777778,0.3186274509803921,0.2658227848101265,0.4573991031390134,0.2900763358778626,0.2396694214876033,0.3148148148148148,0.2576687116564417,0.3839285714285714,0.2524271844660194,0.3119658119658119,0.29,0.3065134099616858,0.2890173410404624,0.2391061452513966,0.2810457516339869,0.2958199356913183,0.3209876543209876,0.301418439716312,0.2496740547588005,0.2794117647058823,0.2679738562091503,0.3545454545454545,0.2693877551020408,0.3532338308457711,0.39,0.3795180722891566,0.3450292397660818,0.2778547015328594,0.4786689419795222,0.7813184624576778,0.7237569060773481,0.34263825539848,0.0462471569370735,,falcon
31,falcon-7b-instruct,falcon,True,2023-09-12,7.0,1.5,63.0,0.2,0.32,0.01,0.25,0.36,0.12,0.548,0.5240641711229946,0.204,0.42,0.5,0.136,0.42,0.196,0.152,0.344,0.216,0.488,0.244,0.2123287671232876,0.164,0.188,0.164,0.4438202247191011,0.616,0.284,0.232,0.14,0.352,0.5,0.2525252525252525,0.2344322344322344,0.2611607142857143,0.009771986970684,0.0,0.0,0.0071428571428571,0.0129870129870129,0.005181347150259,0.0,0.52,0.24609375,0.324,,,,0.29,0.2,0.2434210526315789,0.34,0.2566037735849056,0.2430555555555555,0.19,0.3,0.27,0.2774566473988439,0.1862745098039215,0.3,0.2893617021276595,0.2631578947368421,0.2689655172413793,0.2275132275132275,0.2777777777777778,0.25,0.2064516129032258,0.2019704433497537,0.25,0.2424242424242424,0.2474747474747475,0.2487046632124352,0.2461538461538461,0.1777777777777777,0.2310924369747899,0.2119205298013245,0.255045871559633,0.1574074074074074,0.2254901960784313,0.2742616033755274,0.3542600896860987,0.2748091603053435,0.2314049586776859,0.25,0.2453987730061349,0.3214285714285714,0.2718446601941747,0.2863247863247863,0.34,0.2720306513409962,0.2572254335260115,0.2502793296089385,0.2418300653594771,0.2379421221864952,0.2777777777777778,0.2446808510638297,0.2346805736636245,0.3639705882352941,0.2287581699346405,0.3181818181818182,0.1877551020408163,0.2238805970149253,0.34,0.3012048192771084,0.3216374269005848,0.2566,0.4582,0.7078,0.6803,0.4407,0.0462,,falcon-instruct
